datetime,company,rsi,macd,volatility,volume_ratio,momentum_5d,momentum_20d,momentum_60d
2020-01-01,AAPL,44.34058452579467,0.12410761344277833,0.3783259459196986,2.5396580081932885,,-0.0058435522592961255,-0.06568981070498281
2020-01-01,AMD,46.46288174482105,-0.5448826191233257,0.31320503551785034,1.195283504801112,-0.046558441151686586,0.05495183714548936,-0.16918734422539647
2020-01-01,BAC,64.13016275759301,0.5701497177428198,0.25113314981204377,1.4056460294860584,0.013641693784335692,-0.019789660160259195,-0.11431491452722499
2020-01-01,COP,59.22893461184112,-0.014555063670745987,0.22764658525808057,1.8620172024509967,0.01026710755896353,0.10028159816838825,-0.037617190410008404
2020-01-01,COST,51.23873097745538,-1.4458142131471414,0.3353638535405684,1.8183545600640343,0.0005099164945992888,-0.008623046930007159,-0.1712435145646881
2020-01-01,CVX,58.554257196795625,0.9328362042554625,0.3141731803945843,1.7689157514202625,-0.03481755549515092,-0.06207046926417194,-0.12671320487180987
2020-01-01,GOOGL,37.956732014056556,1.3540328701641837,0.32439083912980443,1.061623740515021,-0.03314778111230269,0.011133142800484047,0.04477209225803745
2020-01-01,GS,50.00060877643761,0.21415821198405838,0.21629730860802734,2.10979464357749,0.010588320031686188,-0.023396953549747097,-0.0749515314451035
2020-01-01,HD,29.66395065104251,-0.030776534955970485,0.05,1.1769488711161156,-0.05641688834680141,0.05826114642655752,-0.14626291248601797
2020-01-01,IBM,61.083953405036695,-0.5654471790320394,0.2270869673797528,1.2074745877107582,-0.024162334133386087,-0.022891273721002456,0.023889583404763576
2020-01-01,INTC,47.18124508009308,0.5820516866151164,0.28524206794813006,2.250838584827491,0.06183556624031287,-0.05982597429964802,0.00863389981438107
2020-01-01,JNJ,41.55537087960471,0.07299037309331458,0.2622784879380385,2.078811560684551,-0.007245598731974962,0.13314149221496638,-0.06950541946447501
2020-01-01,JPM,50.34717137120184,0.6135638052649903,0.23546604399731086,2.7339518590513707,-0.011554355397259523,-0.11493355399932281,0.010729536344664677
2020-01-01,LOW,31.460114814475936,0.18325335928147468,0.336525431625995,1.6224396157346233,0.009333562043223914,-0.05515186645365838,0.17017604891023333
2020-01-01,META,57.15855291249604,-0.15683666844437677,0.2141566761912992,2.725901057531222,-0.0240246940153652,-0.006649088159276923,-0.028621031128615446
2020-01-01,MPC,54.734502110602975,-0.1961812793116853,0.3656616316399787,2.8469737538901794,-0.006621856914309609,0.0578772888585454,0.04739038373179122
2020-01-01,MRK,60.21512100096263,-1.8266294224017863,0.23841042987726996,1.727363958428137,0.0031586885196371035,0.135540951639074,-0.11098650561254081
2020-01-01,MS,32.591143554232545,0.5428033236495702,0.4260062939946403,2.034719909670991,0.05318573260383535,-0.03418760203592398,-0.15974513465358978
2020-01-01,MSFT,53.39007511201282,0.35276932815024803,0.27072064046642746,0.7470729234827538,,-0.022898893812401226,-0.11736055861583355
2020-01-01,NVDA,36.231849997466504,-0.5946897322367602,0.38824637142232604,1.5098012889273722,0.01289220624455895,0.03564120334292656,0.0016860016656703029
2020-01-01,PFE,28.483660013359014,-0.7526770570529417,0.2715987632867872,1.8799346657662925,-0.0017684077220552067,0.1966953130220813,0.15889108519835296
2020-01-01,SLB,41.94631636396327,-0.03351690201951031,0.2897674702227048,1.653566874359728,-0.04430710512524636,0.03918009320859526,-0.02209243096663528
2020-01-01,TGT,54.41738963030136,-0.7557781027445382,0.3606616163593268,1.8602226673509854,-0.022639161707616394,-0.044738366928796625,0.03806992379500055
2020-01-01,TSLA,56.707025971911214,-0.9120006796946092,0.2401111949304643,1.8066073032180618,0.06834612656391244,0.04949754884462134,-0.1138702302388384
2020-01-01,UNH,73.81813910835575,-0.3693080614408437,0.2723181338116745,2.6627741375087552,0.01149090523250533,0.056630842424408044,-0.13080532038276227
2020-01-01,WMT,40.554349303409666,0.6096894472382175,0.16002814940209772,1.709862069716784,0.027812193896066487,-0.024127147771497975,-0.0022195011569287196
2020-01-01,XOM,80.0,-0.8622169589696194,0.1970666083772099,2.314209910677334,-0.027273390861228524,-0.05143851920368924,-0.015279900211413887
2020-01-02,AAPL,47.96774315189963,-0.22379960788118164,0.38532137643414255,1.4569374239737636,-0.010896592099347523,0.09460143946126841,0.15489754903570696
2020-01-02,ABBV,45.858480585432694,-0.15584733132931974,0.14936469946725398,1.9703344857421579,-0.031236873856263572,-0.05527205697859192,-0.05695711154670036
2020-01-02,AMD,44.870591193692874,-0.5128858055107693,0.29465601776526806,1.6891892712700425,0.04802928451701716,-0.05114531783667144,0.184444252361472
2020-01-02,AMZN,53.147048270697766,-0.9738456428894363,0.37370355956857415,1.602260043155054,0.07594283416194107,-0.02121791324531893,-0.08335378478279451
2020-01-02,BAC,51.91300820803836,-0.35526049951105665,0.2858669878635373,1.6736172594176624,-0.02796739608139494,0.11931463500715125,0.026337800702864875
2020-01-02,COP,45.945068679053406,-0.36850178638605413,0.2634170425914609,1.428939898450503,-0.006699024674163988,-0.04257349671540657,0.17923268791396565
2020-01-02,COST,47.49368632622117,-0.09014103808594871,0.20763468338149627,2.4816383411353216,0.023420346640946894,-0.016189729736057652,0.13250206312786708
2020-01-02,CVX,54.675486767767374,0.3925305183569405,0.2071435140977917,2.5389030723525474,-0.012230430279294517,-0.0900089059007587,-0.10984992896681417
2020-01-02,GOOGL,46.05181516303548,0.4338341953571565,0.202492161154379,1.8376586597080649,0.025433543318059075,0.019190964344369472,0.06090172626340707
2020-01-02,GS,46.79099420565228,-0.1299915048207393,0.24819594883836205,2.057259176819328,-0.006809562270228164,0.05875056201052263,-0.17304229868894908
2020-01-02,HD,41.14549206945214,-0.1911934114224875,0.2159420488261089,2.088418732445744,-0.005621539522246039,-0.013235250203642194,0.01835451246825369
2020-01-02,IBM,48.466959934511436,-0.734723351335466,0.2703800810648149,1.7086349561716792,0.06137095335064419,-0.03678754355958765,0.18676460100395723
2020-01-02,INTC,40.75894075990965,0.8098494670991265,0.2977107520306183,2.4430738968951706,-0.014635797517864082,0.010071643238999268,-0.10011266266359173
2020-01-02,JNJ,42.45303457997363,0.8242904560643951,0.1504535297108251,1.7588469194545262,0.05275002711357025,-0.11435291237137388,0.09383217165318873
2020-01-02,JPM,46.140007105337624,-0.30250950781891905,0.20706010795257623,1.0359543119520733,-0.025477673251984693,0.0717489426593781,-0.05544226449005047
2020-01-02,LOW,52.22811291415269,0.13073762885339538,0.42765580503280537,0.8026003382234796,-0.051989402886713935,-0.024565553323787143,0.009345458362884732
2020-01-02,META,50.564885027308556,-0.5043828869510969,0.2261558024261037,1.6560034551139757,-0.04775514328136786,-0.020732345036626795,
2020-01-02,MPC,54.80052484536031,1.10325061205056,0.3564643371163708,1.0777328776874637,0.011498215918966666,-0.06704708415302296,0.24257601813101098
2020-01-02,MRK,56.74403085029928,0.9876963810645898,0.23188696638242998,1.4657664876676417,0.02265837309475637,0.02420850482997444,-0.0655721241612075
