datetime,000001.SZ,000002.SZ,000858.SZ,002415.SZ,002594.SZ,600000.SH,600036.SH,600519.SH,600887.SH,601318.SH,000858.SZ,002142.SZ,300059.SZ,300750.SZ,688981.SH
2020-01-01,0.9074444597806937,2.5337710817957473,0.578472961742148,2.115682084931909,4.19530704674515,1.1577554956121159,3.2954558219811028,3.1794674793571254,0.5669892983936092,0.8551196631226473,0.578472961742148,1.6329657741285695,4.42350368208712,2.763153606628301,3.8317874901930997
2020-01-02,1.1164569274783416,4.664031426379606,4.134741243609205,3.6086400954412827,3.188131780283824,0.7791725406003934,3.236922517099336,1.3961125799739162,4.352191538260157,1.6931911985907802,4.134741243609205,2.0042280370462864,3.1303231303682915,2.1571958040394827,1.399071943535192
2020-01-03,1.0649499405576595,0.6740153689712769,2.350562959169312,4.018990422423308,3.9700960832649987,3.584271051702944,4.711539928131972,1.3978215356175232,2.8308504879525276,3.201404117219375,2.350562959169312,1.1949511063105636,1.359593215119971,4.229155413685843,0.7153568865650786
2020-01-06,4.689235255648359,3.138178480917002,1.5255120172785255,3.635592659196155,0.7214496170240465,1.5135838059799598,4.06454311325212,2.168099987031811,1.1160624705130422,4.219903490013282,1.5255120172785255,2.655442831286642,0.64003598115116,4.51091154604888,1.8893323850103614
2020-01-07,2.848716106005386,0.5086866270098278,1.0099410588354076,3.026794659047269,2.726446313030509,2.4895955291359066,2.230574394701308,2.056700348691645,3.404970139972717,0.6982500601008851,1.0099410588354076,1.8933146467505575,4.317191204701427,3.2838489124478754,2.7745278849615342
2020-01-08,0.6172540620447173,2.1559624259982146,1.1822410055180554,1.7574875533016012,2.542411452997963,2.9285203327825933,3.8107084447496566,2.7067307736954893,1.841942389501441,2.374093156360068,1.1822410055180554,1.4964134271195795,3.3890408640362324,2.614870656101001,2.4917652911940857
2020-01-09,3.604566516831197,3.9311128168920835,2.1193691563202215,3.3964079622745698,2.8207353320242547,2.7596229531628533,2.1897004972589302,3.9774100149607543,4.98714934817346,4.15173568469822,2.1193691563202215,2.3904688013940865,3.5577941155540236,3.200030153431838,4.8356096458089555
2020-01-10,3.737342875491071,1.0025350541291385,2.255598883095111,2.0697808718168353,0.5212117284342668,2.2544782291042997,4.602122271216424,2.2837858998634606,4.366481591771802,1.8085624170927366,2.255598883095111,2.1202265183025784,0.9930537330382376,3.365127646033436,2.8933969819171934
2020-01-13,2.070063982148436,2.2716311448556374,3.061554717971285,0.5522797473993368,2.764927614090349,1.586566628426103,4.700949468319604,2.4151759788345006,0.5984251259236938,3.1305036402730266,3.061554717971285,2.795702499036695,3.2689054249154843,4.653420868449829,3.204505394953709
2020-01-14,4.321129242935022,2.230515329643656,4.615059606893507,2.440823318655792,0.5331849157767312,2.9828768555223486,3.724576915063436,1.2994991591483047,3.7953662346270116,1.6820853364187616,4.615059606893507,4.696241618528655,2.8856083545639004,0.6096492657177923,2.6466930859626387
2020-01-15,4.732922165622252,3.4535889504742556,2.613570897043293,2.6288310678691897,1.4235853007651917,1.5388449467222844,1.5876660884631824,3.611696458128626,1.9684614848186768,2.7466396309772647,2.613570897043293,1.0251250681988706,2.9639326059540636,1.5772659796134998,4.740364339709357
2020-01-16,3.8674304264274553,3.6285137822154474,3.9950044122732358,4.475392223277007,4.8397422049078065,0.8546229396827547,1.7410128433802718,3.908360174480981,3.6586284422553192,3.3712187806234786,3.9950044122732358,4.754391049327055,4.209889072525966,3.562385922302255,1.0020683523856433
2020-01-17,4.917041518231153,3.249642814718208,4.527882638233325,3.729191976359141,2.4474310181205516,2.806921272992488,2.182029150524376,2.5078172169775086,1.4981512853806838,2.124797823264002,4.527882638233325,2.3097200744177675,3.301102734850086,2.2850422846356913,2.4087291931125225
2020-01-20,2.575771746047353,3.823808728545116,1.7860979420995027,1.0627264655649205,2.000923786416349,0.9075331472943506,3.7348729587876175,3.4979647305978894,1.8545138164452506,3.9246721127322077,1.7860979420995027,4.6901765814492675,1.0647869836223733,3.143191768701136,0.7540484797205038
2020-01-21,0.9406313380586253,1.2362677165430314,0.5513439865947365,3.1714716548443653,0.8223365946671222,3.078399313053106,1.1518543654338342,2.96920957346307,4.672914474813187,1.2355511430310413,0.5513439865947365,4.040442120005733,4.283114817577554,3.729225930488554,3.4811444637363467
2020-01-22,4.201309006427911,2.5210552063008818,3.7616928485610535,4.224460685230396,2.4010600052926208,0.715644618882924,3.5453569978288435,0.7867937722163731,1.1302915827371507,4.988012903746339,3.7616928485610535,3.851408017157585,1.8738478238275633,2.3394385654382495,2.56984279008609
2020-01-23,3.0288474434708674,0.5316823616470017,3.6117634283653794,3.750924704522969,2.711120086766964,1.5538057105795935,3.884046438687082,1.0463394126802532,4.57602952887033,0.5460826880607171,3.6117634283653794,4.912953316434467,2.891895149233873,4.384816312847372,4.123032730574558
2020-01-24,3.436576694592233,4.596572027605205,2.1594231477814323,4.94176074548676,0.5042785707142333,3.4709602767327117,3.278085223125152,1.6479628482651867,1.504746447025431,1.2502046049303253,2.1594231477814323,3.773111263044322,3.8540817960788702,1.7781813674192426,2.0494237615494377
2020-01-27,4.399465533006397,4.392222305488374,2.1268824909109663,4.462747200607405,3.0064397839133754,4.277231488246773,2.4114784050285643,0.7005502776737194,0.7185462337151749,2.434595363956955,2.1268824909109663,1.9374262715010309,2.3250561112193733,2.671312161921191,3.2353956083180195
2020-01-28,2.0886149385128694,2.7306562271658272,1.0853341958984768,4.424337491623795,3.7899335646801102,4.990220282801649,0.9094043744254725,1.6195424667823606,3.5566529552341817,2.438706544585375,1.0853341958984768,2.7158754460235612,3.992949141582186,4.8680861320277415,4.516072183247708
2020-01-29,4.655896964690403,1.6961821316748438,0.8128421987387577,4.402583350275394,1.506562235864931,3.1031605982100157,0.9842115678269945,3.493166043184978,4.874458512772016,4.261850651225754,0.8128421987387577,2.362824521291529,1.9981624596207905,3.1046034549627657,4.977402173011253
2020-01-30,4.676136807040524,2.508811750211629,2.843933108064741,1.899260860837872,2.7198038712484287,3.999623410296287,2.960180684215376,4.573164410506134,2.0257699236536126,3.4595350396113487,2.843933108064741,4.046955051284954,3.00110696539256,2.661712033348959,2.164198476929473
2020-01-31,3.2558537300956396,1.107686188397739,0.5765928228825414,0.8086076202414756,3.370786278585285,4.708996427666542,4.480315589946351,0.8996729895059802,0.5565476381913481,1.7159013020812692,0.5765928228825414,2.545556400676766,0.744453730763849,3.14196139316158,4.447872248062504
2020-02-03,2.9613365331378088,3.0063370480948475,0.5012745452131826,0.5433144214141707,1.0499801821778922,1.278181728732247,1.3310407355619032,1.1063800537227784,4.207460346815102,4.482719433916692,0.5012745452131826,2.8278863088608115,4.466930311989527,0.6598613783041485,1.7476520385766712
2020-02-04,4.271725277460999,4.386888505739758,4.022303837732774,4.341378835266011,1.6427818426919636,4.592947354356198,3.838176544916992,3.486110872926882,1.6242161660138719,4.395754954764238,4.022303837732774,3.3616118286090657,4.356057715546958,2.007809323372939,4.595776716476738
2020-02-05,4.682126677743149,1.3923782022808708,4.166824523415529,1.5641096285698441,2.7471751918877345,1.024101532947753,1.4438494193842908,3.4427271252838425,1.5296090677889547,3.0900317677025804,4.166824523415529,0.8854487486189728,4.56684494634214,4.01560479990918,1.1923002165163474
2020-02-06,0.6474730334476,1.749260815331969,3.1856949599551707,2.242208190735377,0.5262678304658569,3.315366700531322,3.643253636460578,1.5757245218242728,1.6620132100464613,1.9683250872661189,3.1856949599551707,4.923394175409886,2.7673982313621885,4.525156271312838,0.965771449564766
2020-02-07,2.631029172880847,3.61321593642566,3.390744657664653,4.1126550070286605,1.972807436707009,2.7565385552202635,2.5570751021257894,3.9276420291075946,2.4957132520920178,4.811284007230086,3.390744657664653,4.0232068825087275,0.5312565135102605,2.31263888012292,2.417568388880819
