datetime,000001.SZ,000002.SZ,000858.SZ,002415.SZ,002594.SZ,600000.SH,600036.SH,600519.SH,600887.SH,601318.SH,000858.SZ,002142.SZ,300059.SZ,300750.SZ,688981.SH
2020-01-01,31.64164835889703,66.7125853347236,11.69272335899079,22.664453456662763,67.48738455195887,57.569430809477325,33.76395131837993,73.52578267382091,57.92366119760398,16.35203060835091,11.69272335899079,98.5927155283101,17.968816220399926,34.52074922561893,20.977664165382976
2020-01-02,30.841514507728387,62.41495993343245,11.665817646002504,22.158927191393122,65.04909329713097,60.87079717898163,31.88863825144058,70.05393021190667,56.056315707085986,15.633917010801039,11.665817646002504,101.05910334676776,17.816567362705232,35.21581973954628,20.59999291347225
2020-01-03,30.72323780495116,65.57516110201453,11.857340902908042,23.093749512700587,68.14852728746204,58.375501486816255,30.787468252734413,65.88675270453115,59.82557524316661,15.613194991170207,11.857340902908042,101.40046542534137,16.971764664570824,35.857115464196205,21.24785148710632
2020-01-06,30.94202706886832,63.82152201949126,11.784118547837176,23.393036926888836,66.81752163182323,56.583694640508526,29.739959840795198,63.87174335686705,56.429395892890376,15.56484450003484,11.784118547837176,99.21634727983577,17.775703047246267,35.938651392705076,21.27417939754902
2020-01-07,30.39772099279689,66.83883152755814,12.029155365838083,24.519435306299904,65.51234848879191,55.24903033241431,29.65913887935166,62.441993285327555,54.00331699451718,16.001436286302713,12.029155365838083,103.58966142863615,17.565558436598693,34.34985766433215,19.977404975559015
2020-01-08,32.44348404519062,64.12609867258051,12.079507136958595,23.984968811989386,62.43111722481089,51.79984467682492,29.74538083252313,63.74511577016277,51.07299957247662,15.693008201267558,12.079507136958595,103.12643271126264,16.98549264505835,32.852744570177805,20.660729585664136
2020-01-09,32.60662029371771,67.82935667171967,12.020641759926344,22.999080857294043,64.01628768470239,54.482880571467824,31.12970022372219,60.959862862270136,52.19960069926999,15.002351570603684,12.020641759926344,106.22095017230819,16.935729696066904,33.84163316781965,20.409606409922795
2020-01-10,31.757117898657143,65.84522031469112,12.397242546897377,23.050745780158117,62.28555790300078,55.39360262494428,31.49371812120639,59.57258533336528,50.06704258366076,14.453558839080458,12.397242546897377,101.90674982044675,16.59678368733574,34.70632836658759,19.770228199212955
2020-01-13,33.46619228323674,65.40408722040583,12.078201299955072,22.308055943340104,64.83380869935067,53.703384445918964,30.865249814349202,58.992948473957675,49.07622015763425,14.40624475489857,12.078201299955072,103.02874254333483,16.52007779324504,36.438663589413984,20.50860458385304
2020-01-14,34.1285120194378,62.39292505041944,11.69246440868698,22.139176779664133,61.56605842912801,53.339805195221885,32.053038673154894,60.54581571224525,51.45909375225001,14.640066025919534,11.69246440868698,107.30868845806471,16.803505705790155,36.811078182461195,20.907792720809372
